### Eden 6 (Savage)
# Eden's Verse: Furor
# -p 4BF7:18 4C09:122 4FA0:248.4 4BF8:320.4
# -ii 4C00 4BFA 4BD1 4BFE 4C20 4BD0 4E39 4D00 4C0B 4C0C 4C1F 4C1D 4C13 4C16 4C07 4C05 4C04

hideall "--Reset--"
hideall "--sync--"

### Phase 1: Garuda
0 "Start"
0.0 "--sync--" sync / 104:[^:]*:1($|:)/ window 0,1
411.0 "Hands Of Flame" Ability { id: "4C0A", source: "Raktapaksa" }
415.0 "Heat Burst" Ability { id: "4C0D", source: "Raktapaksa" }
415.3 "Eruption" Ability { id: "4C17", source: "Raktapaksa" }
419.2 "Instant Incineration" Ability { id: "4C0E", source: "Raktapaksa" }
423.0 "Meteor Strike" Ability { id: "4C0F", source: "Raktapaksa" }
436.7 "Downburst" Ability { id: "4BFC", source: "Raktapaksa" }
436.7 "--untargetable--"

441.0 "--targetable--"
445.2 "--sync--" Ability { id: "4C19", source: "Raktapaksa" }
449.2 "Radiant Plume" Ability { id: "4C15", source: "Raktapaksa" }
457.3 "Blaze 1" #Ability { id: "4C1B", source: "Twisting Blaze" }
459.4 "Blaze 2" #Ability { id: "4C1B", source: "Twisting Blaze" }
459.8 "Wind Cutter" #Ability { id: "4C02", source: "Tumultuous Nexus" }
461.5 "Blaze 3" #Ability { id: "4C1B", source: "Twisting Blaze" }
462.8 "Wind Cutter" #Ability { id: "4C02", source: "Tumultuous Nexus" }
463.6 "Blaze 4" #Ability { id: "4C1B", source: "Twisting Blaze" }
465.7 "Blaze 5" #Ability { id: "4C1B", source: "Twisting Blaze" }
465.8 "Wind Cutter" #Ability { id: "4C02", source: "Tumultuous Nexus" }
472.3 "Spread Of Fire" Ability { id: "4C18", source: "Raktapaksa" }
472.8 "Air Bump" Ability { id: "4BF9", source: "Raktapaksa" }
476.0 "Conflag Strike" Ability { id: "4C10", source: "Raktapaksa" }

490.2 "Occluded Front" Ability { id: "4E4C", source: "Raktapaksa" }
494.7 "Air Bump" Ability { id: "4BF9", source: "Raktapaksa" }
499.2 "Wind Cutter" Ability { id: "4C02", source: "Tumultuous Nexus" }
502.2 "Storm Of Fury" Ability { id: "4C08", source: "Raktapaksa" }
509.4 "Inferno Howl" Ability { id: "4C14", source: "Raktapaksa" }
520.5 "Occluded Front" Ability { id: "4E4C", source: "Raktapaksa" }
529.6 "Wind Cutter" Ability { id: "4C02", source: "Tumultuous Nexus" }

530.6 "Hands Of Hell" Ability { id: "4D01", source: "Raktapaksa" }
535.0 "Heat Burst" Ability { id: "4C0D", source: "Raktapaksa" }
535.2 "Eruption" Ability { id: "4C17", source: "Raktapaksa" }
546.6 "Air Bump" Ability { id: "4BF9", source: "Raktapaksa" }

548.1 "Hands Of Hell" Ability { id: "4D01", source: "Raktapaksa" }
552.4 "Heat Burst" Ability { id: "4C0D", source: "Raktapaksa" }
552.6 "Eruption" Ability { id: "4C17", source: "Raktapaksa" }
556.7 "Hands Of Flame" Ability { id: "4C0A", source: "Raktapaksa" }
560.7 "Heat Burst" Ability { id: "4C0D", source: "Raktapaksa" }
561.0 "Eruption" Ability { id: "4C17", source: "Raktapaksa" }
565.0 "Instant Incineration" Ability { id: "4C0E", source: "Raktapaksa" }
568.7 "Meteor Strike" Ability { id: "4C0F", source: "Raktapaksa" }
586.4 "Ferostorm" Ability { id: "4C06", source: "Raktapaksa" }
594.5 "Ferostorm" Ability { id: "4C06", source: "Raktapaksa" }

603.3 "Downburst" Ability { id: "4BFC", source: "Raktapaksa" }
603.3 "--untargetable--"
607.6 "--targetable--"
619.6 "Conflag Strike Enrage" Ability { id: "4C1C", source: "Raktapaksa" }
